#
# Columns: x1 y1 u1 v1 x2 y2 u2 v2 lev
#
# To plot the image plane grid, connect each (x1,y1) to the (x2,y2)
# on the same line -- do *not* connect consecutive lines!
#
# To plot the source plane grid, do the same for (u1,v1) and (u2,v2).
#
-3.377138e+00 -1.186016e+00 -2.600268e+00 -5.427155e-01 -2.547694e+00 -1.630365e+00 -2.051813e+00 -7.621640e-01
-2.547694e+00 -1.630365e+00 -2.051813e+00 -7.621640e-01 -3.258689e+00 -1.076976e+00 -2.480191e+00 -4.283739e-01
-3.258689e+00 -1.076976e+00 -2.480191e+00 -4.283739e-01 -3.377138e+00 -1.186016e+00 -2.600268e+00 -5.427155e-01
-3.140239e+00 -9.679358e-01 -2.360018e+00 -3.142080e-01 -3.258689e+00 -1.076976e+00 -2.480191e+00 -4.283739e-01
-2.547694e+00 -1.630365e+00 -2.051813e+00 -7.621640e-01 -3.140239e+00 -9.679358e-01 -2.360018e+00 -3.142080e-01
-3.898911e+00 -3.873830e-01 -2.898908e+00 -3.482037e-02 -3.377138e+00 -1.186016e+00 -2.600268e+00 -5.427155e-01
-3.258689e+00 -1.076976e+00 -2.480191e+00 -4.283739e-01 -3.898911e+00 -3.873830e-01 -2.898908e+00 -3.482037e-02
-3.495587e+00 -1.295056e+00 -2.720260e+00 -6.572103e-01 -3.377138e+00 -1.186016e+00 -2.600268e+00 -5.427155e-01
-3.377138e+00 -1.186016e+00 -2.600268e+00 -5.427155e-01 -4.046348e+00 -4.520547e-01 -3.044771e+00 -1.054610e-01
-4.046348e+00 -4.520547e-01 -3.044771e+00 -1.054610e-01 -3.495587e+00 -1.295056e+00 -2.720260e+00 -6.572103e-01
-3.604038e+00 -2.580396e-01 -2.607110e+00  1.062146e-01 -3.140239e+00 -9.679358e-01 -2.360018e+00 -3.142080e-01
-3.140239e+00 -9.679358e-01 -2.360018e+00 -3.142080e-01 -3.021790e+00 -8.588955e-01 -2.239737e+00 -2.002445e-01
-3.021790e+00 -8.588955e-01 -2.239737e+00 -2.002445e-01 -3.604038e+00 -2.580396e-01 -2.607110e+00  1.062146e-01
-2.471068e+00 -1.488773e+00 -1.969653e+00 -6.165477e-01 -3.021790e+00 -8.588955e-01 -2.239737e+00 -2.002445e-01
-3.140239e+00 -9.679358e-01 -2.360018e+00 -3.142080e-01 -2.471068e+00 -1.488773e+00 -1.969653e+00 -6.165477e-01
-2.903341e+00 -7.498553e-01 -2.119337e+00 -8.651606e-02 -2.784892e+00 -6.408151e-01 -1.998801e+00  2.693775e-02
-2.784892e+00 -6.408151e-01 -1.998801e+00  2.693775e-02 -3.161728e+00 -6.402446e-02 -2.169183e+00  3.169503e-01
-3.161728e+00 -6.402446e-02 -2.169183e+00  3.169503e-01 -2.903341e+00 -7.498553e-01 -2.119337e+00 -8.651606e-02
